"","Id","Apellido","Nombre","Propio","Padre","Madre","PIngFam","IngFam","Hijos","Exitable","Extravagante","Pesimista","Timido","Sentimental","Dependiente","Responsable","Capaz","Sociable","Servicial","Etico","Conciente","Espiritual","Impulsivo","Desordenado","Temeroso","Vago","Apego","Empatia","Compasivo","VxH"
"2509",2509,"CCQWG","VAVTW","P","S","P",0.395731024,23865.464,1,0.704555277,0.442590966,0.225289013,0.484636186,0.355688444,0.289667485,0.91934944,0.843131206,0.345152554,0.249129013,0.332973833,0.066515639,0.76216473,0.357672093,0.187128626,0.081053023,0.700365809,0.618373355,0.043939178,0.746975339,0.564554045
"2510",2510,"TVQRU","DXDLP","P","S","S",0.722534283,10148.19178,0,0.176749569,0.84400998,0.983279038,0.561015115,0.841254352,0.978626964,0.849900093,0.695219162,0.005662778,0.789209919,0.703716193,0.184767714,0.759918167,0.125380906,0.908146668,0.457411155,0.074516552,0.466843948,0.456036843,0.019989223,0.277845997
"2511",2511,"FPAOP","FKGLU","U","P","P",0.641766914,3258.609278,0,0.495736633,0.621563559,0.63493774,0.823223369,0.605552344,0.861288701,0.033294336,0.505891608,0.219145455,0.18823018,0.871954836,0.918421942,0.491091659,0.051733586,0.264463966,0.89267827,0.455224899,0.609097617,0.397243988,0.678221055,0.34676391
"2512",2512,"NVYQW","MBJJQ","S","S","S",0.111803801,47206.70304,0,0.520196822,0.899636829,0.046142559,0.408422016,0.577636493,0.413767411,0.816731519,0.923904515,0.976295376,0.822980773,0.218102881,0.184611001,0.727647328,0.437617111,0.909800397,0.214885423,0.308384404,0.070740251,0.855063053,0.554821056,0.836270518
"2513",2513,"LYRMJ","EOIRR","U","S","S",0.061102002,1534.349752,2,0.42541585,0.598490527,0.427440811,0.845512735,0.022072812,0.697722234,0.764045587,0.011290501,0.284706974,0.402385818,0.21475449,0.419517885,0.020576937,0.798670127,0.712296512,0.125339978,0.183240047,0.888162015,0.543019817,0.94345074,0.729580703
"2514",2514,"ITPWS","WCKBA","P","P","S",0.657276757,35994.60801,1,0.507848773,0.289875119,0.581503032,0.204812736,0.21784946,0.477661534,0.996588184,0.742912502,0.274706837,0.946664365,0.968305499,0.214491548,0.199921492,0.965011008,0.716827696,0.715296196,0.72920356,0.807887245,0.157374725,0.869586079,0.757204868
"2515",2515,"KEEEK","EWAVC","P","P","S",0.048985614,25414.42394,0,0.239367207,0.476589382,0.902873992,0.501843854,0.996918977,0.754853658,0.889339834,0.412570791,0.36713832,0.176592448,0.654871942,0.456634454,0.380941983,0.890235784,0.743244837,0.518035547,0.079375361,0.878320374,0.713029301,0.68967332,0.636166531
"2516",2516,"ISKTI","NVJCT","P","P","P",0.245607159,28614.76071,0,0.979639984,0.42389752,0.788381647,0.326383951,0.443803768,0.555074541,0.751668316,0.485367374,0.161503632,0.912718054,0.822130142,0.733265086,0.144670471,0.844731586,0.971766306,0.270271544,0.098171611,0.722786976,0.01354285,0.135270074,0.55677617
"2517",2517,"BPLCT","LKYTW","P","U","P",0.502012266,3452.049701,2,0.094441585,0.566286088,0.806671692,0.302578682,0.342946064,0.901863494,0.327694131,0.98546424,0.418343621,0.833551305,0.052675114,0.355764047,0.155710725,0.532619012,0.630568902,0.692487014,0.259708874,0.136709429,0.862526944,0.027899825,0.791399293
"2518",2518,"TVLLT","FOENI","P","P","P",0.258815124,31404.68354,0,0.050320333,0.131824531,0.062693226,0.451230036,0.73599821,0.316819019,0.060563778,0.680732049,0.536811714,0.008133977,0.528062499,0.051280396,0.593695202,0.734030299,0.790837069,0.499882058,0.995327696,0.984283649,0.326911581,0.18060832,0.503775299
"2519",2519,"XDIWD","UNCXP","P","P","S",0.791487366,30379.96021,0,0.039134189,0.178109984,0.568317774,0.616782344,0.744608245,0.202850916,0.31253862,0.451309162,0.270314827,0.639265206,0.303399596,0.073345085,0.104080756,0.115766383,0.35862462,0.41600125,0.458029639,0.863935607,0.269227733,0.177856796,0.640363403
"2520",2520,"JIGII","OWLPX","U","U","P",0.489924997,19753.29668,3,0.296258637,0.441495641,0.256017423,0.385733192,0.194216185,0.140124094,0.045700428,0.942827117,0.814520092,0.811409978,0.439666947,0.528907419,0.927007696,0.251103133,0.753786135,0.543076165,0.769318114,0.284677345,0.987316764,0.658304839,0.863972916
"2521",2521,"XPOLG","NQMFP","S","S","P",0.687972525,15354.61878,0,0.060079531,0.092616117,0.47988666,0.078499535,0.35425215,0.973542562,0.113472589,0.771164277,0.872677877,0.53659033,0.553475705,0.317740758,0.470183823,0.67524804,0.274927707,0.328004214,0.856497432,0.116997606,0.506298665,0.105081625,0.565104786
"2522",2522,"TOHGN","GIMCK","P","P","P",0.805297284,30084.10036,4,0.453055122,0.115764469,0.825887906,0.372996912,0.620521099,0.464083411,0.432987257,0.372076131,0.399274382,0.126046834,0.97989906,0.648950852,0.280411615,0.356136897,0.359086051,0.988931811,0.649770965,0.945811754,0.955791867,0.652358135,0.541221459
"2523",2523,"VDFIJ","GNIAQ","U","P","U",0.688623334,18430.39034,3,0.579004528,0.901355287,0.827980826,0.946339177,0.85252524,0.057598897,0.605567708,0.9514862,0.62059528,0.994226821,0.885285923,0.915671374,0.819572212,0.226191109,0.146028032,0.387490797,0.401032871,0.145248488,0.513731184,0.505806692,0.437328695
"2524",2524,"VTTSJ","EHJIR","P","P","P",0.279659393,47027.20644,0,0.509471358,0.417264213,0.339397901,0.240839128,0.234516189,0.565808462,0.845865612,0.901436946,0.111007583,0.559762208,0.939562672,0.735081281,0.050954153,0.211789752,0.416729567,0.361420615,0.174720806,0.113203822,0.512967171,0.161916006,0.732495391
"2525",2525,"VOMYT","NALLR","P","S","P",0.327977355,9683.176204,2,0.317141953,0.582449067,0.727560159,0.782555779,0.848183509,0.188838766,0.556530665,0.836469237,0.876876596,0.239635011,0.337470342,0.577043693,0.858815203,0.550782411,0.687794927,0.959824756,0.71127995,0.437785284,0.893618495,0.586771871,0.542999227
"2526",2526,"HFMBS","UBYJK","U","P","S",0.17482918,24714.802,0,0.587694353,0.316645762,0.37765412,0.425817306,0.266631711,0.885253225,0.396180835,0.576518047,0.65940255,0.87807725,0.570976233,0.482466999,0.85178258,0.020435628,0.810615104,0.37963364,0.045406482,0.094053795,0.850841884,0.751361071,0.5694995
"2527",2527,"LHGDJ","XQIMP","P","P","S",0.490196622,16303.87987,0,0.496076862,0.763478067,0.78357734,0.217027617,0.45249227,0.117461019,0.962362029,0.697442992,0.76173454,0.538047013,0.488405538,0.365819286,0.077594382,0.674473881,0.627347829,0.556027231,0.388021501,0.072473191,0.404323658,0.543551387,0.550186308
"2528",2528,"OUSAP","SFSER","S","S","P",0.037859548,46604.56337,0,0.121333275,0.18523716,0.027639661,0.977933701,0.856682523,0.988028691,0.039508879,0.136278299,0.806495816,0.643612544,0.18354404,0.770943112,0.943044258,0.694391803,0.091093998,0.349568502,0.154969749,0.922931509,0.025119073,0.161824699,0.745193019
"2529",2529,"JCEGK","VQJUI","P","U","S",0.13630039,19418.58138,0,0.773698364,0.426897565,0.53780528,0.128470054,0.229241931,0.649724475,0.759390918,0.836815755,0.920429133,0.197420026,0.586826413,0.524799567,0.563112583,0.577651103,0.798992778,0.04442875,0.512776319,0.560450995,0.55908116,0.494708954,0.696915107
"2530",2530,"IDQFH","RGAWQ","S","S","S",0.995695515,35257.88029,0,0.798213998,0.939081918,0.154219067,0.297784166,0.197791667,0.329870137,0.586262922,0.689127294,0.601081867,0.976381222,0.560634705,0.854039222,0.986516091,0.646159706,0.764241537,0.999740484,0.980029108,0.583917651,0.572609941,0.787701793,0.5707412
"2531",2531,"JPFHU","OJTUE","U","P","P",0.979378983,2883.089435,2,0.099587935,0.98293887,0.357833356,0.024268765,0.181231207,0.215888562,0.287784202,0.497715128,0.54636529,0.463530789,0.975175245,0.282654587,0.541358259,0.99863203,0.433964346,0.438698154,0.494371087,0.822180442,0.347155405,0.600123178,0.619530829
"2532",2532,"RIPMF","GMRSE","U","P","S",0.65686739,14664.29905,0,0.994848881,0.960653869,0.362130024,0.343542059,0.369684829,0.811965637,0.761230338,0.536981912,0.52248571,0.375733416,0.286692751,0.834109203,0.995444295,0.805091297,0.932173898,0.570183869,0.309360409,0.898336298,0.144242199,0.638344837,0.502679317
"2533",2533,"GNAGG","BCAMY","P","S","S",0.662083781,48807.72863,0,0.343474676,0.265978276,0.427276691,0.728489911,0.436339111,0.285887567,0.995457877,0.9230998,0.890360674,0.291764414,0.275422282,0.644383464,0.34130814,0.856603721,0.48708814,0.668161843,0.168878465,0.89398003,0.560798129,0.760936432,0.689217283
"2534",2534,"SDJIP","OKCXF","P","S","P",0.226643361,47164.52288,0,0.517188363,0.702051009,0.564875816,0.624508958,0.940857739,0.773974192,0.213144717,0.107622363,0.093287054,0.659965994,0.985765956,0.134099157,0.248300995,0.417508429,0.97981274,0.933579404,0.85329711,0.912370435,0.262594259,0.675119454,0.359957881
"2535",2535,"CBYLH","IBTHP","P","P","P",0.550651978,49854.0543,0,0.660468348,0.215446618,0.932870297,0.200904638,0.66661778,0.575929435,0.907693339,0.679990282,0.51948051,0.32835011,0.506426344,0.941656279,0.376414491,0.931192238,0.863672151,0.285496127,0.384334891,0.919190666,0.602691945,0.749161048,0.541430194
"2536",2536,"JYXBH","BSRBF","S","S","P",0.714711367,38302.00527,0,0.150451723,0.553195647,0.460596383,0.33962009,0.44347464,0.309024782,0.834407997,0.874736596,0.736610771,0.747498537,0.795500058,0.269324681,0.609180935,0.830185208,0.206780385,0.183720698,0.820905479,0.483482772,0.130569962,0.392276538,0.632946778
"2537",2537,"PJDXM","LLKTY","P","U","S",0.763989409,25995.46793,0,0.997857315,0.316451661,0.39759168,0.957637629,0.606644848,0.649846297,0.470417324,0.095597404,0.676465793,0.373922997,0.994827613,0.866665322,0.382441409,0.742633168,0.622787568,0.583001035,0.981755369,0.684344355,0.348985047,0.567730642,0.341203784
"2538",2538,"LSJMH","FASVU","P","U","S",0.476921708,28619.73565,4,0.478305704,0.284971808,0.315125886,0.748466567,0.329563027,0.741119888,0.573364926,0.403035875,0.918424089,0.569240044,0.707774462,0.774129162,0.651249808,0.099175506,0.25906175,0.63503922,0.310222087,0.458724272,0.558469558,0.76850398,0.736610699
"2539",2539,"JLYDX","EVMTE","S","S","P",0.787219411,39140.09652,0,0.898827547,0.466184929,0.500097798,0.117379546,0.222424065,0.215463139,0.157722253,0.247129579,0.371248466,0.782783434,0.231335709,0.775128806,0.299217673,0.35005321,0.599495002,0.947077859,0.734023275,0.175268346,0.090080593,0.535428286,0.72947383
"2540",2540,"FYXAT","UBXHJ","P","P","P",0.20382618,3872.778453,0,0.324650643,0.349834829,0.192274312,0.183451499,0.345754553,0.976701373,0.991294922,0.962964278,0.22371423,0.261875848,0.011359453,0.488678489,0.003714324,0.212886643,0.580414126,0.925351402,0.760816109,0.533429618,0.072080023,0.574099312,0.513681456
"2541",2541,"XNRBO","MOTFI","S","P","P",0.803115427,25134.8934,4,0.513241397,0.380067852,0.270994936,0.29945789,0.97431067,0.261305387,0.07169622,0.405557316,0.951677875,0.575166905,0.645354644,0.705826624,0.119516618,0.556762643,0.091717538,0.905963339,0.443611603,0.664548562,0.478264016,0.087887114,0.938686096
"2542",2542,"TBXKG","PENAN","S","S","S",0.999132441,14446.43527,0,0.45682643,0.601926414,0.025512942,0.317798511,0.485441549,0.960861362,0.397611054,0.300050346,0.02911174,0.234412376,0.637445401,0.201794569,0.105976291,0.785904776,0.168153668,0.852992843,0.97080084,0.863773982,0.80800505,0.40502398,0.630383925
"2543",2543,"KHXPR","VRQPO","P","P","S",0.414692601,27616.43644,4,0.981085076,0.30707279,0.794356503,0.057396367,0.569337933,0.250996415,0.81817983,0.962466021,0.163227218,0.515752764,0.947173135,0.585970801,0.844706491,0.186153682,0.410476296,0.088574769,0.858669198,0.684120133,0.008166807,0.545573146,0.772720273
"2544",2544,"YBTBV","TOQPO","P","P","P",0.966465948,25399.87524,1,0.158371965,0.671003551,0.422121468,0.136269631,0.425525596,0.443999925,0.877753499,0.69614125,0.35811294,0.701206616,0.107896543,0.453001865,0.704205359,0.324113569,0.16758926,0.112635082,0.931233179,0.995269724,0.134566508,0.251142698,0.826851497
"2545",2545,"HCMLA","FHLVP","P","P","P",0.95151591,32634.754,0,0.835211964,0.989274383,0.484543098,0.428632345,0.371176044,0.974575677,0.077352067,0.150819773,0.155710259,0.11155308,0.093230914,0.688301553,0.375876423,0.66034019,0.021456249,0.279512743,0.823156574,0.379476654,0.281745843,0.166435329,0.572128874
"2546",2546,"NRAAI","EJPLK","P","S","S",0.357469168,47261.93025,0,0.71146887,0.142772901,0.043668162,0.527768063,0.932572926,0.766659387,0.08414355,0.033155052,0.163012959,0.948907805,0.06464139,0.613987894,0.526215178,0.574001119,0.536149708,0.937451038,0.865201733,0.667296717,0.835167353,0.239909488,0.440910345
"2547",2547,"VBGVY","IXJWQ","P","P","P",0.766480964,20965.97542,1,0.724173833,0.31572199,0.335743065,0.13979061,0.200262797,0.806541583,0.252248828,0.932168673,0.775420356,0.272445669,0.809384698,0.051399001,0.882324883,0.431282321,0.548115507,0.926605788,0.250513708,0.834251184,0.218595434,0.547839869,0.521490615
"2548",2548,"QPBTU","NRILU","U","P","S",0.123543027,11966.25213,0,0.156189202,0.050796057,0.251292416,0.077623648,0.969889472,0.777806692,0.717260525,0.71595835,0.176366953,0.005393957,0.209746102,0.962001892,0.211075469,0.379728896,0.959815198,0.334706103,0.644551356,0.667064276,0.434743219,0.170543157,0.578820158
"2549",2549,"HMLTC","ICTBJ","P","U","S",0.58663606,13229.77533,0,0.568149702,0.030660062,0.862490048,0.242998125,0.097223997,0.047942894,0.194612743,0.087735044,0.848814824,0.3078554,0.317786571,0.501581031,0.868624422,0.192524747,0.990667558,0.480917948,0.494961414,0.828368791,0.410131238,0.915895561,0.50576847
"2550",2550,"RNHCU","KOOQJ","S","P","S",0.775509171,3013.312465,4,0.623073054,0.838793117,0.175290328,0.141554577,0.964238758,0.192553233,0.652069567,0.117962803,0.63875197,0.57527528,0.700330953,0.420351851,0.960663105,0.818738856,0.123854003,0.501175275,0.259061957,0.884760645,0.825009318,0.142320829,0.950758808
"2551",2551,"NHQIM","ETJOP","P","P","P",0.680225038,8851.355081,0,0.138273438,0.083332991,0.46350827,0.763833711,0.271105137,0.372167815,0.551767207,0.989341621,0.363169126,0.98389764,0.127959285,0.531207892,0.833173225,0.753661394,0.806796207,0.70591753,0.762909164,0.870894214,0.83087644,0.890233785,0.327384075
"2552",2552,"TWGVO","WFFFX","P","U","U",0.99721036,41515.71213,1,0.735283581,0.894957619,0.933727801,0.776479541,0.416719795,0.639705619,0.323394649,0.35119269,0.777564689,0.031280946,0.594035794,0.797225001,0.342888085,0.934131159,0.549363241,0.31469441,0.619547543,0.761244132,0.005622995,0.327711442,0.572527106
"2553",2553,"OXVSK","SLQNU","S","P","S",0.564724935,32300.88165,0,0.725376765,0.899808363,0.746813569,0.469414765,0.401732824,0.049813269,0.776797567,0.549041971,0.21404229,0.16991815,0.223011834,0.643141494,0.593263999,0.753655074,0.902243698,0.151808676,0.63450885,0.117773283,0.655435469,0.434031893,0.50385144
"2554",2554,"PJXMX","TRFSG","S","S","S",0.729830088,10099.18468,0,0.968555603,0.427655415,0.850660444,0.741457835,0.577515035,0.709079074,0.450422909,0.304178456,0.230226676,0.292233623,0.315510519,0.231077848,0.414940966,0.72647862,0.868014343,0.876240364,0.238723725,0.237687238,0.283375171,0.760461935,0.541320088
"2555",2555,"JCIHP","FTPFR","P","P","S",0.954976906,31182.38916,0,0.654780119,0.486489138,0.849603208,0.298437539,0.914928054,0.965340866,0.650973229,0.123451293,0.462353205,0.214126415,0.997293759,0.370780974,0.368784419,0.654514639,0.16667915,0.10444027,0.935161062,0.556745627,0.640784555,0.002084388,0.3726661
"2556",2556,"GDSUW","XHLNV","U","P","P",0.356696045,10569.9379,1,0.435476172,0.115260358,0.068769914,0.575586616,0.924997763,0.620659132,0.471468362,0.446015031,0.172234057,0.688423258,0.724032312,0.764496199,0.456086532,0.377027485,0.912012436,0.229725537,0.25354992,0.146548309,0.198407484,0.044868326,0.486761978
"2557",2557,"SBMLO","HWFFS","P","P","P",0.402837424,42916.68056,0,0.582635421,0.827700821,0.540384045,0.426308223,0.826252522,0.423833423,0.094790999,0.314087413,0.8429696,0.142218755,0.606526752,0.211402871,0.759593666,0.958803424,0.568177653,0.596847781,0.129693446,0.929002795,0.859424063,0.398920719,0.528873053
"2558",2558,"JCUUV","YOAWE","P","P","S",0.470657732,28051.04083,0,0.327982836,0.020571608,0.55548442,0.849279599,0.525981827,0.469474808,0.250084335,0.891651961,0.250608109,0.650639052,0.954450291,0.845484753,0.542922664,0.299676716,0.705026382,0.85863313,0.246276284,0.716764114,0.433935961,0.534510773,0.253121932
"2559",2559,"PQNJU","YELRO","P","S","P",0.614681162,42646.35128,0,0.06640807,0.552645024,0.000660784,0.70862012,0.606452455,0.956267224,0.95333023,0.953209871,0.848598241,0.363060335,0.497005325,0.746054619,0.712981789,0.008557576,0.085183461,0.349839802,0.819701073,0.569790924,0.238068647,0.120307318,0.375755723
"2560",2560,"JCWFT","HGNVM","U","S","P",0.560675511,22639.84613,0,0.342475204,0.377987951,0.246566351,0.594121914,0.602589975,0.64651367,0.685192124,0.141569172,0.483309062,0.53164289,0.277733515,0.939253906,0.074344202,0.795888608,0.881696105,0.454655566,0.484052226,0.855212201,0.46794989,0.872871297,0.657025699
"2561",2561,"WGMEH","DLVXY","P","P","P",0.343028814,31352.47644,1,0.140290587,0.834934772,0.860917046,0.626128285,0.03026493,0.026169625,0.655985662,0.577426913,0.897349962,0.865990406,0.990101164,0.183557693,0.215254164,0.023937679,0.749552417,0.365173902,0.875719038,0.979086786,0.829216222,0.12096602,0.648890171
"2562",2562,"UWNQJ","SRTEA","S","S","P",0.528966671,17702.78997,1,0.191506156,0.252073258,0.398050347,0.445153477,0.143467701,0.514779481,0.964583699,0.782187004,0.78433849,0.919378743,0.063401581,0.489360226,0.297113011,0.551718017,0.556462736,0.204931556,0.519395374,0.533991979,0.936216462,0.680773254,0.727595687
"2563",2563,"KQONY","AJVAP","S","P","P",0.574944221,10536.22171,0,0.491446115,0.716103047,0.934050457,0.334565905,0.682108775,0.102435283,0.514842659,0.187408672,0.523324985,0.995867819,0.298923801,0.299228672,0.867073504,0.724796789,0.344458124,0.762628488,0.919407838,0.531506353,0.604677926,0.86736451,0.595538948
"2564",2564,"NGAYB","OSWJO","P","U","U",0.440114916,14205.8239,0,0.850792734,0.15677465,0.367373574,0.321586051,0.54835173,0.689631924,0.332059349,0.162468108,0.170687261,0.618993008,0.345345177,0.00815298,0.595151763,0.284420466,0.886151705,0.568572331,0.86698004,0.459305046,0.918909067,0.515909291,0.543407322
"2565",2565,"RXSUL","HSDLL","P","P","P",0.121863638,4180.809343,0,0.15175483,0.652041744,0.222449487,0.657333697,0.328467523,0.583960552,0.722750276,0.010267753,0.799500499,0.610655699,0.762482765,0.066481173,0.432631046,0.846309575,0.137311273,0.095543838,0.935148006,0.805721164,0.302121336,0.269257205,0.60820272
"2566",2566,"NRTHS","NTTWA","P","P","P",0.331383303,43350.81293,1,0.721501868,0.119042703,0.72446412,0.749707444,0.070432819,0.281798506,0.431030051,0.792587181,0.06691035,0.39453333,0.767887849,0.517685914,0.911144756,0.912414043,0.096281336,0.463966224,0.151543792,0.053578062,0.411772584,0.146805384,0.360906776
"2567",2567,"PSMMN","XHTTB","U","P","P",0.901140927,45242.90985,0,0.54127203,0.332272251,0.525499245,0.435503461,0.835560139,0.375560822,0.06010936,0.206516579,0.188935142,0.10030643,0.700119003,0.972216987,0.531822935,0.702084388,0.790117365,0.346364589,0.115940222,0.374089887,0.12169345,0.335421174,0.291151942
"2568",2568,"BXKPF","IQGSW","S","P","U",0.521586105,40230.92108,1,0.366131868,0.150864055,0.15703876,0.608973406,0.101330578,0.033663261,0.503641329,0.172262253,0.621232727,0.469649826,0.785334616,0.7007121,0.363906249,0.059745951,0.403670011,0.872962711,0.268270554,0.645803195,0.815970266,0.03264186,0.669015021
"2569",2569,"NSDFB","WQQEX","S","S","S",0.216569956,38807.60804,0,0.026297642,0.119729177,0.461597617,0.87310567,0.993374119,0.789660293,0.79602276,0.163693991,0.895383236,0.010146783,0.480017247,0.337105266,0.783179204,0.789980482,0.97672879,0.540611991,0.993481237,0.752514258,0.600324246,0.733337428,0.483692088
"2570",2570,"FHGGV","JHNCQ","S","U","S",0.481348186,1672.588069,0,0.704090677,0.619275808,0.997767601,0.449963366,0.726562391,0.763112071,0.009595346,0.206121687,0.171976789,0.73078644,0.42758209,0.857549056,0.301072426,0.445315465,0.571623683,0.04985627,0.324731296,0.128914694,0.924256084,0.287510876,0.620088182
"2571",2571,"PUJXB","GLANE","S","P","P",0.15752213,37040.82506,0,0.721803091,0.140022751,0.405507107,0.786992963,0.458793302,0.284003718,0.367399968,0.052441963,0.398035518,0.114471179,0.166711823,0.144212738,0.483381585,0.161797592,0.755013196,0.197190698,0.220402153,0.518166555,0.085105121,0.626259671,0.768420965
"2572",2572,"SKHXC","XNKGX","S","S","P",0.911627852,25186.76904,0,0.632904677,0.575393145,0.25510186,0.135207726,0.708993487,0.764335859,0.549373974,0.497503617,0.025809438,0.179406252,0.620838471,0.328726779,0.893736797,0.879019018,0.161290785,0.91284898,0.760183147,0.858232152,0.309673611,0.728585432,0.445098846
"2573",2573,"YNPKN","VKCTH","P","P","S",0.368192178,36819.49834,0,0.277379008,0.637431557,0.894266781,0.981600672,0.004492961,0.51971944,0.380733246,0.058220686,0.868046798,0.226719481,0.601518783,0.381050736,0.012749085,0.214472994,0.326620851,0.406275345,0.991830948,0.862663542,0.999026272,0.418200077,0.492435241
"2574",2574,"UMMCQ","FILGJ","S","S","P",0.345916157,1745.74509,4,0.671499615,0.808613187,0.82935393,0.21238718,0.656394274,0.206780463,0.48196293,0.220612125,0.106999989,0.112362334,0.636361066,0.596796461,0.876508045,0.880758509,0.022333237,0.152456961,0.393395553,0.344044901,0.449239734,0.473436976,0.95266451
"2575",2575,"NRVNG","OJSNT","S","U","P",0.389213717,34304.74829,0,0.200144012,0.852431172,0.998198173,0.191821537,0.909523671,0.605426924,0.311619244,0.902209798,0.189270632,0.985717713,0.918706413,0.594023329,0.022169306,0.285016077,0.9332939,0.303052897,0.738966667,0.316633879,0.45474004,0.51307761,0.594743172
"2576",2576,"TCOUR","XAKLM","S","S","S",0.031338996,21185.20027,0,0.998180847,0.878236496,0.960993523,0.286674774,0.394386998,0.212319581,0.616510863,0.157158031,0.267783146,0.503230065,0.585819125,0.530050163,0.41863076,0.602091552,0.766226698,0.54550307,0.031307259,0.779793754,0.796898172,0.271370197,0.798328265
"2577",2577,"VJBFQ","MPJXY","P","S","P",0.215846596,27118.8695,0,0.488440018,0.893205904,0.8880745,0.41617688,0.646394456,0.889110467,0.721239439,0.820181513,0.677881289,0.204008615,0.153073409,0.022231722,0.581037901,0.544976981,0.33315146,0.092443145,0.072048673,0.012699599,0.568070579,0.475482687,0.515144387
"2578",2578,"SBFCA","ABHLO","S","P","P",0.258537705,14059.52781,0,0.682762184,0.639606708,0.227841662,0.538715259,0.776021543,0.624862579,0.596151986,0.699704922,0.612680881,0.872121979,0.186829837,0.354216465,0.296609153,0.856416976,0.002142385,0.999453657,0.399747554,0.14304928,0.930029857,0.686164986,0.685628814
"2579",2579,"XDPJG","IEEMN","S","S","P",0.208365621,11652.80408,0,0.705171526,0.550861599,0.900589061,0.332878746,0.725941582,0.020167567,0.245352367,0.835951937,0.241222163,0.489922131,0.010745346,0.060390297,0.742376711,0.614859993,0.278361413,0.101516124,0.834805345,0.70898002,0.680833338,0.73984934,0.723981436
"2580",2580,"AIMVE","CRAOL","P","U","P",0.835348999,6388.498116,0,0.47231776,0.21613768,0.307916635,0.51067848,0.741029158,0.5603205,0.659332005,0.811342154,0.834181138,0.351213546,0.876254816,0.930319177,0.44611355,0.51825524,0.21652866,0.068713174,0.663001983,0.239131321,0.76324099,0.196618507,0.754516936
"2581",2581,"GUFVL","QEYAD","S","P","P",0.767028149,34265.3825,0,0.089008529,0.102151756,0.699867084,0.149891566,0.516808592,0.643306617,0.642102489,0.932667789,0.763336769,0.859388873,0.597713891,0.601879628,0.863378664,0.400819935,0.870055346,0.366017349,0.0252025,0.550935723,0.637275665,0.098433394,0.567129613
"2582",2582,"SFDDF","DCKXJ","P","P","P",0.804564111,710.4407815,0,0.678418985,0.017323963,0.854008877,0.355825316,0.869109127,0.023183061,0.133033072,0.831685138,0.571063793,0.326413212,0.421176319,0.409919744,0.296623857,0.579323071,0.377268605,0.699054777,0.1563093,0.637086246,0.247961513,0.213141434,0.483681836
"2583",2583,"AEHED","EVHCB","S","P","P",0.940788162,37733.38289,1,0.143448293,0.552987448,0.937888294,0.727917958,0.284257542,0.484077802,0.039100043,0.383827388,0.038951863,0.427935466,0.175339467,0.655390765,0.642586173,0.982639705,0.161888221,0.932675929,0.07062164,0.197384736,0.349373522,0.443656595,0.467895303
"2584",2584,"CDHMK","XKPBC","P","P","P",0.511909178,9851.833466,4,0.248451822,0.889494907,0.120286506,0.919615102,0.970477323,0.73056432,0.415873013,0.833432716,0.962341027,0.918414476,0.834371427,0.823966891,0.043388185,0.667575839,0.582271596,0.665313242,0.709315019,0.366385755,0.812539713,0.761545527,0.571626793
"2585",2585,"GCGYF","HGQLO","P","S","P",0.20712442,36831.67909,0,0.374305752,0.710909147,0.648565237,0.467822429,0.428286653,0.80058017,0.625318085,0.342220916,0.533772504,0.915917278,0.401577664,0.897452425,0.885756552,0.316588592,0.051010438,0.560519328,0.05136391,0.923332744,0.027361449,0.903370451,0.388198965
"2586",2586,"PWDAO","JYPBC","P","S","S",0.593085579,8067.837356,0,0.620369671,0.105578248,0.768952564,0.767572975,0.986111799,0.552747513,0.546950237,0.549468512,0.123462915,0.946698382,0.747075112,0.914568689,0.161755394,0.94854073,0.773172614,0.938724489,0.197375243,0.224601207,0.585952606,0.836211302,0.374823481
"2587",2587,"WROKO","HIUDC","P","P","P",0.142693439,23702.49596,0,0.977621117,0.103125371,0.21905724,0.556554934,0.200881149,0.007880301,0.166055188,0.518390944,0.95176194,0.943045721,0.450069963,0.375468859,0.44066326,0.228105127,0.707129597,0.685868531,0.993820496,0.669104508,0.022136613,0.060394247,0.506242138
"2588",2588,"MPISD","BTCCL","P","P","P",0.381448192,40073.52844,0,0.517261014,0.500045009,0.227816816,0.048067718,0.183022656,0.446670375,0.972928497,0.888449025,0.842638374,0.970697258,0.440946656,0.779894152,0.92214319,0.477992139,0.793287377,0.76328676,0.189005132,0.119716643,0.206438161,0.766037907,0.653623631
"2589",2589,"PKXUM","QBEBR","S","P","S",0.691993672,14706.12126,0,0.456617935,0.376860791,0.637767663,0.703986495,0.558856051,0.659056365,0.105832545,0.568064841,0.476730549,0.334133441,0.4696638,0.385034342,0.313507407,0.959554831,0.868480533,0.768283278,0.717566738,0.399586717,0.070087495,0.596985263,0.535012833
"2590",2590,"TOCFA","RSJGW","P","P","S",0.618644406,43362.12507,0,0.496615617,0.750782057,0.82607815,0.013881083,0.059339045,0.125756233,0.673049133,0.598111649,0.109320968,0.493429307,0.271954256,0.261393579,0.372939482,0.242620633,0.745706338,0.346077384,0.131698448,0.150060417,0.201575618,0.813231651,0.536063024
"2591",2591,"AHULP","XPELF","S","S","P",0.080162329,29799.40833,2,0.190904707,0.673071765,0.792334678,0.260958405,0.864927659,0.041417108,0.688868762,0.9931518,0.492440208,0.715790332,0.8516718,0.955727722,0.131991472,0.44058869,0.697996281,0.44286366,0.784840628,0.933364251,0.047473427,0.750832668,0.865939429
